TIMESTAMP,sap_flow,solar_TIMESTAMP,ta,rh,sw_in,ws,precip,ppfd_in,vpd,ext_rad,latitude,longitude,elevation,mean_annual_temp,mean_annual_precip,stand_age,basal_area,tree_density,stand_height,leaf_area_index,soil_depth,n_trees,pl_age,pl_dbh,pl_height,pl_leaf_area,pl_bark_thick,pl_sapw_area,pl_sapw_depth,latitude_abs,aridity_index,leaf_habit_code,biome_code,igbp_code,social_status_code,sapwood_leaf_ratio,tree_volume_index,koppen_geiger_code_encoded,igbp_class_code,soil_texture_code,terrain_code,growth_condition_code,pl_social_code,tree_size_class_code,tree_age_class_code,species_functional_group_code,swc_shallow,clay_percentage,sand_percentage,silt_percentage
2008-09-09 11:00:00+00:00,2.18,2008-09-09 20:51:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 11:30:00+00:00,3.65,2008-09-09 21:21:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 12:00:00+00:00,3.9,2008-09-09 21:51:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 12:30:00+00:00,1.88,2008-09-09 22:21:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 13:00:00+00:00,3.35,2008-09-09 22:51:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 13:30:00+00:00,4.01,2008-09-09 23:21:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 14:00:00+00:00,4.11,2008-09-09 23:51:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 14:30:00+00:00,3.29,2008-09-10 00:21:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 15:00:00+00:00,2.68,2008-09-10 00:51:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 15:30:00+00:00,4.3,2008-09-10 01:21:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 16:00:00+00:00,2.44,2008-09-10 01:51:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 16:30:00+00:00,3.75,2008-09-10 02:21:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 17:00:00+00:00,2.31,2008-09-10 02:51:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 17:30:00+00:00,3.81,2008-09-10 03:21:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 18:00:00+00:00,4.3,2008-09-10 03:51:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 18:30:00+00:00,4.32,2008-09-10 04:21:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 19:00:00+00:00,4.82,2008-09-10 04:51:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 19:30:00+00:00,3.36,2008-09-10 05:21:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 20:00:00+00:00,2.42,2008-09-10 05:51:40+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
